logFC_RCCD1OE.CONTROL	padj_RCCD1OE.CONTROL
APOA1	-0.993156113560181	2.02640791869442e-10
CASC1	1.84084868313952	0.012785766359934
ELOVL4	-0.69614279057774	4.0396110875779e-05
FILIP1	1.76772973782439	9.44350857601424e-16
TNFAIP3	-0.594104095145813	1.55298563579249e-08
SGK1	-1.56393711304259	2.91324565233594e-41
CTGF	-1.10861447320598	1.36994456712766e-31
TCF21	4.70161744296681	0.000711437085168354
PPL	-0.944078102341201	8.56900623006701e-11
CCND2	2.4301732714302	1.54275058077434e-51
GDA	2.08707412514636	4.91465266097376e-11
PIGZ	-0.677067816302934	0.00240398753184138
C1orf198	-1.74167942066657	5.37891952874329e-53
NR4A3	-2.43375389747846	1.87915424778167e-13
CCDC176	-0.64826627573532	5.62779897596998e-05
NPC2	-0.596250565682295	2.70605051194975e-08
IRF2BPL	-0.591521393639649	7.38327754822353e-06
TGFB3	0.619659678712436	0.0018964075062908
ZC2HC1C	0.862848041172057	0.000998202376444343
ALDH6A1	-0.600404984260173	4.70074852563411e-05
GPR68	-0.544326885784097	0.00860771067804652
GPR75	1.08778812350938	0.000321661072907214
KLHL29	0.50181248738039	0.000326481654000886
DNMT3A	-0.631666582619163	2.49471268603752e-06
LGALSL	0.645559049765293	1.79561290725796e-06
IFIT3	1.13315642430522	6.851230278296e-30
IFIT2	0.926476869396659	1.07127341980269e-16
PPP1R3C	2.3485741464301	0.020506490060003
CNNM1	0.552919152064593	0.0115548321417822
KCNIP2	0.834332549005712	0.0388178717205609
HOXB8	0.767270990135355	0.00176197611094411
HOXB5	1.06503387450933	4.35505654033733e-07
HOXB3	0.837550445046224	2.09729666239169e-09
DUSP1	-1.22160792680027	6.5607306253681e-33
MYCT1	0.986147786145519	4.12755932315337e-05
PCDHB8	-0.645636085182677	0.00219748298371616
PCDHB14	-0.562409000117162	0.000190781496002225
PCDHB12	-0.633149546363041	0.00155038483852202
ACAT2	0.579731299893862	1.86869779962874e-06
MTRF1	0.67314955279177	0.000132846091380746
SMAD9	-0.736982799328022	1.34290212243332e-06
ETF1	-0.571198462389853	6.43513393336963e-08
EGR1	-1.88162788969153	1.55439547239073e-26
SOCS2	1.28586877011	1.41546817725525e-21
APAF1	0.521652826039253	8.03516865437461e-05
CRISPLD1	-0.698570555705445	1.16038862575056e-07
RDH10	-0.824761835982819	2.60011490664559e-10
TBX2	-3.28355343211395	2.931901495774e-13
FAM117A	0.833810261815756	1.10918716492768e-07
TSHZ3	-0.508942503313532	0.000192435797784009
KCNJ8	-4.59845018818116	4.82168062414955e-18
PDZRN3	1.03949856257551	3.44041919173833e-13
LHX4	0.608089902294095	0.0007466304950994
TRMT1L	0.52236610017605	0.000115398313092115
PILRB	1.32860508880431	4.91349552014903e-23
GJA3	-1.293019101307	3.93493750754475e-12
TNFSF10	0.910037549475113	5.42879110841614e-17
GPSM2	0.601760499515345	1.74644220174861e-05
RBBP6	0.640164081274717	2.75760443099413e-08
RPL5	-0.573272976029968	1.52125842293263e-08
PTGFR	-1.2390828618728	0.000522545630500047
PQLC1	-0.521877506458031	0.000481035903161763
ZMIZ2	0.509712238534323	6.06155302744657e-06
EEPD1	-1.17123344012427	3.07283264934237e-12
HOXA7	1.63515520405925	3.19276533136744e-12
INHBA	-0.885808738745258	2.56190642365531e-19
NT5C3A	0.849488913473532	1.70775100303493e-12
ACO1	-0.749607499067007	2.57706229563059e-13
CALD1	-0.546190413893236	7.38041073209241e-09
NUDT10	-1.49523190558303	5.8387830898748e-14
PLAU	-0.906756053772927	3.7544026810829e-19
CHST3	-0.93780559626504	4.97948790170156e-19
EGR2	-2.30162755086297	0.042622161561748
RASSF8	-0.639310027481852	9.07899550624349e-09
NECAB1	-0.565366771834327	0.00175746828379411
NR4A1	-2.84591701097443	7.48129813060639e-70
NFE2	1.4538613735126	5.80889252105529e-05
BATF3	-4.03815020140718	0.0367061520529042
C4BPB	0.911792875505217	8.41578046811383e-08
PI3	1.36468788002463	0.000924800945831985
SLPI	-0.714968156255111	2.15724726527004e-08
TMEM189.UBE2V1	-0.561329392550197	0.00134105028762052
PMEPA1	-1.28962880676321	2.20055334794217e-36
BCAS4	-0.715454973291294	6.99841739594268e-06
ZBP1	3.20500559489917	3.57935041947788e-10
TRERF1	1.24578077088548	1.58455211610901e-13
PRICKLE4	0.522050278150132	0.00113898519999389
RPS10	-0.585904570830403	2.40451178686948e-08
HIST1H2BJ	1.21513391290735	0.0378869821480996
KLHL31	1.43145260033899	6.23240219808061e-10
CDKN1A	0.692948983012535	2.33089615789768e-11
RAB17	0.904474274213811	3.55400602033213e-12
CXCL6	1.67209482664834	1.17326043532806e-33
EREG	1.1024164800329	1.95539870032693e-13
SH3TC1	-0.956025738097571	3.74157385386956e-12
MT2A	-0.846829352304521	7.22568412456884e-17
CLYBL	-0.700738920913706	0.00113898519999389
TMEM255A	1.654868567096	2.42642673437165e-21
PTGER2	-0.876852337960752	2.25214129738243e-07
HS3ST3B1	-1.31794167340554	2.00424280335117e-18
IL1B	0.763388133891656	3.28128127493961e-09
PLGLB2	1.09612228155651	0.0129241734070723
PAX8	0.993126316277547	2.41708848296841e-24
PSPN	0.74960889237339	0.00248208816278717
TNFSF9	1.3386416385988	2.04385641831527e-20
RPL23	-0.608077129169979	2.64299951609708e-09
C3	0.929584437889866	1.05190217916316e-21
TNFSF14	2.49109872966682	1.35251304686785e-11
FOSB	-1.9357419015222	1.04864295062127e-30
RTN2	-0.601944546550881	3.58793550189666e-05
VASP	-0.599012485283369	3.01610401585968e-08
GPCPD1	-1.15490136350139	4.53188573106366e-17
FLRT3	-0.573622290493249	0.0011588542673596
DSTN	-0.676467440711855	1.8595299737772e-11
ID1	-0.558891184250159	2.34748362005159e-05
XRCC3	0.592721262202277	0.000945451835653287
NR1D1	0.877060932468851	2.93742778777899e-09
WNK4	1.1262098790631	0.00501149553135959
AHDC1	0.530788598559695	0.000432145354512113
IFI6	0.927892083309944	2.96641766925162e-20
RHOJ	0.771865110220219	2.1455601537793e-10
AIF1L	-0.89537897859408	8.55701285133729e-17
SLC10A3	-0.919983264958129	4.62317912005953e-14
TIMM8A	-0.733286202070701	2.25864841685069e-05
HIVEP3	-1.16019190658076	1.43085027400567e-20
EDN2	-0.542713122244837	0.000253298999172275
COX7C	-0.67733173539915	3.33200574208576e-10
RAP1B	-0.510468280163787	2.05915871374986e-06
DYRK2	-0.552086648023172	3.19799701284175e-06
LRRC61	0.748323482915819	2.45554962056299e-09
KLF2	-1.04191304822184	7.74171524133178e-06
TUBA4A	-0.624913234174957	1.43605562096616e-09
ADM2	2.69523935885504	5.01911694379094e-12
GNAZ	-1.8226475390768	2.37530946547144e-11
A4GALT	-1.01404934538134	8.84897360039182e-13
APOL3	1.26170924856405	1.14507493709426e-22
TPST2	-0.88992578987032	4.37011097638294e-12
LIF	-0.853359394324266	2.45059885843495e-17
APOBEC3F	0.782744922341985	1.06425661935371e-07
KRT17	-0.861244298178077	0.0308934408983162
SPECC1	-0.55525393674189	1.70455435149818e-07
CPA4	0.546232927181698	1.21508438318435e-07
PRKRIP1	0.534454361244121	1.52952320542077e-05
PODXL	-1.06515758208897	2.44507572687257e-18
FLNC	-0.531777036514392	1.65544181142353e-07
CCDC136	0.660049435928588	4.58206306665599e-05
LRRC17	3.77207829060224	1.09061438185954e-31
FEZF1	2.02384800520244	0.00861965467183176
TMOD2	-0.914898308253369	7.7115188195701e-11
ELL3	0.7994697304963	0.032345578361474
CHAC1	1.36853961191994	2.00086013784614e-16
CALML4	1.12372576587066	1.4224903839225e-05
THAP10	0.62193015732279	0.00117459015297655
SOX15	1.23175294856556	0.0323835189240849
LRRC6	-3.23595709992066	0.00143994796514665
SIGLEC9	0.627654476455398	0.00732279537352419
ADCY4	2.61937887001473	0.000138816087057555
AJUBA	0.660719231736055	1.8328252565733e-10
EGLN3	0.638948687677791	7.54939486373492e-06
REEP5	-0.501706276972001	4.82815901912587e-06
SAFB2	0.559866276911663	6.90592029432134e-06
ATP8B3	0.623410281478932	0.000171265548260696
GTPBP3	0.572084524407531	0.000819518705731031
BST2	0.727380300959292	8.38535590644379e-13
SNX9	-0.72002573499122	8.92630814579763e-12
CACNG6	-0.616729880745915	0.00944571730404948
PGPEP1	0.788650427053655	1.20373875331084e-07
KIAA1683	1.59411681513659	9.01318283783161e-07
ZBTB46	-0.749608769726253	7.67175157266997e-06
HELZ2	0.766152683925062	1.06671598453966e-10
CYP2E1	2.82223476973795	0.0181786817450357
ZNF337	0.803329182770883	3.64513914936994e-09
FIBCD1	-0.587302757010997	0.000140638299977319
SESN2	0.6928072458045	8.00976249872221e-08
CCDC62	1.52425746476569	0.000321661072907214
C19orf66	0.778298906362265	3.010041132177e-12
LRP3	-2.24452577007155	3.12628565315314e-17
C12orf65	0.674038944241712	3.30959461877464e-07
HABP4	-0.636856409650948	2.51528437278345e-07
POLN	0.897691798294151	2.69569690348383e-05
AKAP12	-1.29942661317832	2.17455915247517e-40
EDA2R	0.508391613638304	6.4506826507317e-05
C1QL1	-1.50653379029461	0.00691553736811628
IDO1	0.658711908834048	1.11932254895256e-05
SH3BP5	-0.532459507919244	5.17152102703147e-06
GFPT2	-1.63897585339976	1.45118195911587e-35
AOC2	1.09153874967094	0.00101891741853084
NDUFA2	-0.519566707060141	0.000338095710074282
NDFIP1	-0.524209797410636	1.74647201902225e-06
KREMEN2	-1.85007952461019	4.34206323922179e-05
MAP1B	-0.526643453308272	1.47632013035052e-07
KRT34	-2.29445573860981	6.69251659186826e-05
TNS4	-0.845288275344895	0.0273660928837479
RAI2	-0.588965857512211	4.39683723235292e-06
LGALS3	-0.942277493160971	2.74031381970457e-17
FBXW9	-0.521411661444743	0.00383392593550699
PPARG	-0.866644880065039	4.36788297428586e-07
ENOSF1	0.709037117569842	5.11843814596806e-06
TRIM5	0.656158372145804	3.36300294327587e-09
IQCA1	1.73691014029125	0.0279226129693798
PER2	-0.549807464647161	0.00399961450874307
RAMP1	1.44771715017335	2.63808672321123e-12
PTPRE	-1.63905511503726	6.06866715511343e-38
CARD6	0.508242394524295	7.94173169957211e-05
LANCL2	-0.520219320462767	0.000177016393742347
KDM6B	-0.519199134186053	9.37460298110209e-05
XAF1	1.20360102669642	1.53645338470782e-31
RIN2	-0.553078700985424	1.17032563552638e-06
KIAA0907	1.04639286085198	1.46202740605285e-19
MTL5	0.64022073732435	0.0182873266919652
LPIN3	0.642026536978163	6.62982838475534e-07
KANK4	-3.2034105552726	0.00171405201466628
WASF3	-1.26540537359178	4.63719672062288e-12
CHI3L1	-1.01259836547854	5.70193489121171e-05
PIK3C2B	0.567308531002045	0.000161368089556717
LGR6	1.38346017114169	1.32894145197646e-08
TMCC2	0.503672372155219	0.0039566763335798
CCNA1	-0.651561420756185	7.87140840772593e-10
POSTN	0.527464697701607	5.0630790668082e-05
TPT1	-0.733326631770669	1.19551132749522e-15
RNF128	-2.1237016070853	4.09989074484269e-29
BEX1	-2.48145415243655	1.97539252294975e-54
EPHB2	-0.598915255526874	1.46316283743781e-08
SUV420H2	0.925290208764462	3.62484087140713e-06
MACROD1	-0.702906590017518	0.000252995227385829
RARRES3	-0.500842583326842	0.00179781304809767
MYH11	1.64363443823007	0.0132653178068173
SLC2A11	0.597381540971327	2.3549535937487e-06
ATP13A3	-0.818557300868113	7.06650632352569e-17
TMEM254	-0.528824145979245	0.00615436006956699
TMTC1	0.579527502403709	0.000107040504016317
AMPD3	0.723158701190465	3.19799701284175e-06
MICALCL	-0.756494074565245	1.3234758113442e-05
PRPF38B	0.502347992737585	2.54242125128747e-05
TSPAN2	-0.511674677398359	2.33769687261515e-06
CD101	0.765696775615879	0.00358758095176093
VTCN1	-1.84485374887943	6.7802461993204e-29
NGF	-1.06190627636796	0.020609012141076
FKBP11	0.824926642818616	1.14649242535055e-07
SLC38A2	0.744205580246097	2.99349911105736e-13
GRHL1	-1.08727497213613	0.00105626602173049
RSAD2	1.62120984915855	9.17462748111007e-49
CMPK2	1.68840219440849	1.35458961318287e-48
ANO3	1.01814223951894	1.33820227240231e-05
RPS15A	-0.630547858808594	7.44558306499849e-10
EMP1	-0.956119912330685	2.53652336423966e-15
SOX5	0.860071547495883	2.74431235881898e-10
SLCO1B1	1.83348947001168	0.00219748298371616
DDB2	0.651676711419304	1.72009166742025e-08
SPOCD1	-0.530808851249835	6.85553476688919e-06
CYP2J2	0.623121420048006	0.000414092775123929
FADS2	0.771958141598374	3.30466927180974e-13
ETS1	-0.950591968476201	4.97318128465774e-21
NREP	-1.05076763719449	3.47876643998706e-27
PSAT1	1.12779683170428	1.47708214296359e-18
ADAM19	-1.1146395962858	8.84855981618102e-26
TBX3	-0.876655775331312	2.36508030741213e-16
OASL	0.975881095388511	4.08999944791508e-13
CCDC64	-0.524891794289703	0.0251253251477728
UGT2B28	1.97340894972063	6.62976257988974e-14
KHDC1	0.620654344326251	0.00179489208975298
NT5E	0.606847061869793	3.93371311270622e-08
PHF21A	0.81403916276185	7.63831720553756e-12
EHF	1.80246261862642	5.64831083676103e-17
PRRG4	0.748550780538674	5.10172528128514e-08
AVIL	1.10056765734991	0.00552179175931663
PPP1R1A	-1.09615078248085	8.78874393830408e-05
TROAP	0.971387259990984	2.1597377899723e-11
COQ10A	0.656785990128084	9.32045236821748e-05
ESPL1	0.917868493980203	1.84971772300585e-10
KRT7	-0.593117366005734	1.95976582270661e-10
SLC26A10	1.07813183678342	0.00883759238355408
TEC	0.550176721363357	0.00257343642880988
CCDC142	0.521626151263677	0.00375879714092849
EMX1	-1.42704047230379	1.19107055786614e-12
KCNMB4	-0.846949123834568	1.39808147845047e-06
CPM	0.693351145143836	0.000590611415240757
MDM2	0.886970683947064	1.40540854590486e-17
SLC9A5	0.587909837984222	0.0078154170529209
AGT	-2.20719828608194	0.00353675449582837
SP110	0.86794583225258	2.96175600670933e-14
PAX3	2.38851902185358	4.47515554825517e-11
DOCK10	-0.891352635347646	1.69183053280172e-10
SLC19A3	1.44677412729833	1.24981524624114e-08
COX5B	-0.530499271218787	5.79795999949292e-05
ANKRD36	0.506422859926905	0.00139336802477946
USP44	0.543768478657883	0.00757088226504632
SLC41A2	-0.649576530170471	3.1502279338497e-08
SPRY2	-1.10173064384828	1.26363244150404e-17
LCP1	-1.06385472584969	9.83359707503171e-10
GPNMB	-2.85140565122696	1.63053385211314e-94
VEZF1	0.519887762091736	2.36907493567096e-06
CHAD	2.29816276840768	0.0037481332809091
RTP4	0.905296087641124	1.49686982048576e-11
GYPC	1.20174246061965	0.00108065174436227
LRRC8A	-0.728026018034251	3.24804068224284e-12
MYC	-0.684350038524835	9.7219060278066e-09
TMEM261	-0.509612920303228	0.000285493205239667
POLR1E	-0.64383616675237	2.43137297352408e-05
ARHGEF39	1.04211136997903	4.14202252684884e-07
RPS6	-0.572307191348122	9.56040220856593e-09
TUBB2A	-0.567319031750488	3.3278319942155e-07
RNF144B	0.980094798322572	2.640979587388e-16
FGFBP1	0.590796612529809	0.000366440644934424
IL18BP	0.96793494907398	2.56525783003693e-09
CREBZF	0.649168417542967	2.03923997436956e-07
LRRC32	-1.58055477128213	1.97109223335712e-05
SULF1	1.6223555766219	4.86976876751614e-05
DDX60	0.582370114149455	1.88344617179565e-07
TRIM29	-0.566976769335906	0.00234527774571249
ARHGAP20	-1.48177530964163	1.01515436693569e-20
FXYD2	2.27726244135208	0.0324452470298918
MMP13	-1.50754555903399	9.4629158444124e-16
SLTM	0.514855491616403	2.75642979039347e-06
THBS1	-0.937385403945699	1.02600197876937e-28
PARP6	0.711602071011107	7.68052207665308e-10
RPLP1	-0.617815029390547	3.06976166626576e-09
UACA	-0.768338153456796	2.3644511027534e-13
STRA6	0.772317388734599	3.50271651407342e-06
SPTBN5	0.877005896265301	2.48703485156195e-13
GCOM1	0.540946029154837	0.00125867893816173
IFI44L	1.26682812956668	8.14835728542465e-37
IFI44	0.843499047435824	5.92738224297234e-16
SLC44A5	-0.992889024329234	0.0233916268029301
CGREF1	-1.40314351935545	1.61966532845043e-07
CYP1B1	1.39852264527186	2.02254940692712e-31
CUZD1	1.02121065016205	3.51834066972653e-05
DUSP5	-2.73690944050404	1.29721527376039e-47
GPR87	0.639203532529137	1.54473689942648e-07
ZNF365	-0.821650501284934	4.56428728906521e-09
RPS24	-0.620558052783078	1.04093769574084e-09
AOX1	0.80168587488787	4.31418384694084e-09
NAB1	-1.09091449448009	2.38978073535105e-23
CHRNA1	0.689929149208632	4.32960085576266e-06
PARP9	0.835481602891106	6.61886650796253e-16
MNS1	-0.621708012809853	0.0203637365311969
SEMA7A	-1.03300497542176	1.1312635069792e-21
ARHGAP24	0.780612187709785	1.94478713668219e-09
HERC6	0.769083713622571	9.19894605617196e-14
HERC5	1.27098691380037	9.29985639644117e-33
PRKG2	-1.58603732284555	0.0211421519833946
RASGEF1B	-0.847471123993765	0.00652924490510524
FGF5	-1.53235099158726	5.02624184477635e-40
FGF2	-0.895061143301328	1.97150665768977e-18
TRPC3	-1.32569239239898	1.16134258364262e-05
CCNG2	0.599820696149521	9.81594896824394e-07
CENPE	0.552152833321278	2.47075047326717e-05
ENPEP	4.20169932799291	0.018048263992684
HADH	-0.527091913515038	0.000131771024920225
EGF	0.982962222651004	0.00134868058775297
FBN2	0.597099330396132	1.48245056151862e-08
KIAA1644	-1.18149893275085	6.57668871060239e-24
ETNK1	0.807646591662939	5.39007967093449e-10
RBP5	1.21543156782502	0.047389173923432
SLC38A4	0.711746431914753	0.00426322793738716
AMIGO2	-1.03369734549329	2.41708848296841e-24
INHBE	1.78494212883976	0.000207124022744118
PHLDA1	-0.610278628061838	6.17583643969188e-06
LGR5	1.87642409341325	1.32271811165166e-15
DUSP6	-1.51236814264727	7.63642301599568e-32
LUM	1.5437897579157	2.08118922323786e-28
AMDHD1	-1.0438820883519	0.0167275953644773
GAS2L3	0.63567695662862	2.71226771426065e-05
SLC7A1	-0.603818777032881	1.24824257965854e-08
CSAD	0.597733365497307	0.000727895044174864
ZNF740	0.662469663734605	1.0567995993205e-07
TTC6	1.26653905341597	0.000114180305582855
TSSK4	0.857861050311239	0.00198490964786645
FRMD6	-0.793013206190887	3.68461608346023e-15
SYT16	1.58710785246025	9.18068492915031e-13
ESR2	1.6820697355419	0.0202191556146575
KCNH5	-1.00642596053806	0.000622184739187308
FBLN5	-1.46952181105916	3.9792109154811e-11
WARS	0.679268752684052	4.78876920870799e-11
LYSMD2	-0.671806720199493	0.000874142772816563
SLC27A2	1.19390294818534	2.21756541281878e-05
GCNT3	1.05106085281381	7.38237118208018e-07
TLE3	-0.538840839551272	0.000124425986944195
NEIL1	0.788401342836579	4.68432599003942e-06
TPM1	-0.682801724310769	8.64132777827881e-14
PIF1	1.59379659804383	2.24990630677369e-10
CYP1A1	1.26947252739709	0.00231782287733398
ABHD2	-0.576454147625874	8.18635857162578e-08
MCTP2	1.53957333364702	3.6316981676765e-07
ADAMTS18	-2.25692346109362	0.0101424397792078
GCSH	-0.573874509279324	2.72718731467587e-05
CMTM3	-0.542756184014655	1.16134258364262e-05
CDH11	0.583252790769579	1.18541648066604e-08
RPS2	-0.602236299103881	7.60099150996094e-10
MYOCD	3.95402128547198	4.98390544868391e-09
KSR1	0.519710777804509	0.000164026843973079
CTRL	1.9810734962339	0.000430000188469993
SSH2	0.556877057253713	2.24607472912254e-06
RHBDL3	-1.55106046064883	1.40000281124732e-10
IMPA2	-0.65512753444445	0.000216174460582942
GREB1L	1.07901206954402	2.43569521257784e-19
SLC16A3	-0.856190090588498	3.75231139307682e-16
CARD14	1.49104580579283	0.000152915953619915
RAB40B	-0.953220271176198	4.44665546977254e-09
SECTM1	1.00216182828062	6.24864390893642e-13
RNF157	-0.92329390005774	5.3945737616997e-05
ZCCHC2	0.511245320019983	8.78874393830408e-05
CBLN2	0.543381638567675	0.0011166099045675
PMAIP1	0.70233526234855	1.20654663638282e-06
STAC2	-3.56365561599066	2.13603471328381e-09
CTB.55O6.8	-1.10724175846226	0.0200970799323604
PPAP2C	0.882478063000789	8.59011063965397e-08
ZFP14	0.877813331946754	3.93496285364535e-07
IFITM3	0.711755149189322	1.0918233196752e-12
SIK1	-1.14071535346655	2.06930152813417e-08
LMTK3	0.867912434638432	0.00133244240609008
WTIP	-0.626836078943258	1.26951675864321e-05
ADAMTS10	-0.980168678213875	5.80181360648032e-07
RPL13A	-0.513497471993825	2.10861481953236e-07
CTU1	1.27645065007208	4.09046954621393e-07
RCN3	2.21829328447758	4.05734933072903e-05
RPL11	-0.592956499730471	3.13809406266689e-09
SYTL1	0.755583548519802	3.15538225170327e-07
RPS8	-0.614778644674773	1.91911207283342e-09
ITGA10	1.18907352147328	0.0442666116871975
GPA33	-1.19446599938456	0.000348667007332938
TBX19	1.03469312431239	3.40292497974337e-06
UCK2	-0.546544493620614	3.71424939998296e-06
USP21	0.792932035935284	7.60673188296579e-08
CGN	-0.73526380744037	0.00795008483543586
CTSK	0.646596377375751	0.0419241837792725
POGZ	0.550359748962681	2.37647143787225e-06
KCNH1	-0.816283038943943	1.13481061879526e-07
VASH2	-0.692678983323182	0.0435773525533137
DUSP10	0.551274770369993	1.74894074190019e-06
ATP8B2	-0.55583146709964	1.07004515380699e-05
SLC27A3	1.95453866603816	4.335586317393e-09
HCN3	0.576514668764341	0.00390721307987989
LYST	-0.517671442885757	0.00028059476290839
ATP6V1C2	0.734728389349375	0.00466648803306181
ZNF514	0.911699653493045	5.34891392496254e-11
ST6GAL2	-2.19509828765021	3.17870254746676e-12
MALL	-1.28937411688912	7.19960876360905e-25
SLC20A1	-0.522818606533338	9.56121533015241e-07
AFF3	-2.80395415992266	0.0302895215916585
GALNT13	1.65184386926039	0.0461561729787437
TMEFF2	1.17425525969731	1.2171624985825e-08
DLX1	-0.650019411631444	0.000242753496720926
CCDC150	1.0541265341914	8.80240587768775e-07
KANSL1L	0.735754693601756	3.35976358737938e-08
NYAP2	-0.997737917868044	4.33751389904188e-09
GRIP2	1.32786218736356	0.000964572772622941
RPL32	-0.500281514556059	2.34887708308697e-06
ZNF660	-1.10993958224127	0.0188395797161489
NFKBIZ	0.690611351254114	6.03276123293929e-07
MYH15	1.83911460979242	0.00237207082248424
ADPRH	1.09207006674298	1.37484312277276e-06
TMEM108	1.13622716726225	1.72585063891398e-06
OSBPL11	0.530336478602054	3.33988827387827e-05
AMT	1.03534147009355	3.67299400044566e-08
UCN2	0.907984124641034	1.09533950532898e-08
VWA5B2	-1.05575130881728	0.000402137736890317
PLAC8	2.16121886082074	3.30343309078407e-07
ANK2	-0.656568823176167	0.00171921340550651
RPS3A	-0.712545483265106	6.16719656783725e-13
RPL37	-0.507505329006319	1.07388606046136e-06
SSBP2	-0.577949741830867	1.80132009704211e-05
IQGAP2	-0.973387309342538	1.47037237054753e-10
RASA1	-0.519454175845864	1.88623069441465e-05
PAM	-0.510701137125526	9.33671632035896e-07
BTF3	-0.637541435845131	2.69662952174009e-10
COMMD10	-0.534200287910853	0.000243186718332073
YIPF5	-0.562215080740716	2.15235325286082e-07
FAM50B	0.548702949176059	0.0220787373413988
MYLK4	0.583070471460648	0.037710936766305
KLHL3	0.739690863866675	0.000703812323492485
HIGD2A	-0.547034486411551	1.7866810771352e-05
FAM193B	0.508186686474058	9.88624816635625e-05
PLA2G7	0.889269235769543	0.000132846091380746
TNFRSF21	-0.853916068920212	9.84773064676883e-14
DOK3	1.22631395613358	7.02040446225374e-13
RSPO3	-1.05605829077668	1.20189442623215e-10
SLC2A12	0.890295545165998	3.20467746765873e-15
SLC22A3	-0.991977439403065	1.30519006984494e-12
PSPH	1.15372760506438	1.85851966082041e-14
GIGYF1	0.579022578321982	5.7556018107011e-06
TMEM140	0.784171051046727	1.69816470285524e-09
EPHA1	0.536038969627164	0.00998928712441723
C7orf55.LUC7L2	0.525166820761314	6.93798082388618e-06
TMEM27	1.44942627295247	9.30288037453803e-12
SPIN2A	1.06189788777717	0.000259449072987338
SLC16A2	-0.541122451433575	2.01182632865626e-06
EBP	0.644075794524639	8.3134189161435e-09
OGT	0.607155237053648	9.95825437618053e-09
ACRC	0.765779876224545	0.00691950466414849
NXF3	-2.22471467323933	4.08633314043831e-06
CXorf57	-1.70948420642783	2.83504209036217e-28
HTR2C	2.65050102464102	0.0463428244963524
DOCK11	-0.597598716830346	6.92206336748287e-05
IGSF1	3.35709179360413	4.86570442397162e-20
ZNF185	-0.638519237909399	1.04750464827872e-07
GNRH1	0.803549387876137	0.0358794530909237
RPL7	-0.713950297775821	7.93170547787019e-13
LRP12	-0.502668419545557	9.68790690013088e-06
NFIB	0.783215427760425	4.02091246960902e-11
NTRK2	0.834018460093224	0.00018788458269081
IDNK	-0.609635674046334	0.0222444622297215
NR6A1	0.688626048351638	0.00221534586227755
WDR31	-0.506482938160682	0.0282569885573654
GBGT1	0.765822227782143	0.00129390402879142
RPL7A	-0.586776003193991	2.71383845453467e-09
PTGES	-1.32446866737278	5.95391445760302e-10
ZEB1	-0.63171432363144	1.02762403872088e-07
CAMK2G	0.506608789081001	5.74185732271049e-05
ADIRF	1.25787543133031	0.000250958366539333
ANKRD1	-0.794694537495253	1.54266504278299e-15
INA	1.14606309442122	2.44460284029013e-09
CNNM2	0.677094606659674	2.47610092828249e-05
RGS10	-0.767531798776316	1.99252116510674e-07
ADM	1.43259195101573	0.00067605493615214
IMMP1L	-0.699540387161456	0.00053020222918096
SERPING1	1.87817747080753	4.06671409911728e-21
SLC43A1	-1.10094187451196	2.10390382084438e-06
TTC12	-0.650644441674757	0.000180797732129719
P4HA3	-0.897774232865236	0.000781418272699993
ST14	-0.596104803013867	0.00536270834461912
ESAM	1.55052998267556	0.000354692941788313
KIRREL3	0.518200634083303	0.000227282185381542
TMEM25	0.627041089761327	9.41011361812846e-06
TAGLN	-0.734060317822768	2.47526367104077e-15
SPATA25	1.87019734220556	0.00382613123133041
DSN1	0.507027761406865	0.0012480123826416
SOGA1	0.604799744241772	1.98076384570752e-08
TM7SF2	0.617298706082032	0.000231240525876011
HMGA2	-0.940016592305399	1.85851966082041e-14
CNTN5	0.706079771465285	0.00167359787934295
MPP7	-0.727734136978045	0.00384732990985427
CDH8	-0.812335019321923	6.01801508155609e-09
HNMT	1.35749799376764	3.61222781246563e-11
GPM6A	-0.797509265472364	0.033117521012272
CD226	0.945139901742136	0.00689895517903719
FOXO1	-0.788580229904111	8.5508986245606e-12
CRIM1	-0.555319710973978	3.0376172524475e-08
PRSS53	0.671088575304292	0.0336218909328543
SLC7A11	0.737996537426111	2.72509387526647e-09
THRB	0.650361027003711	1.47014297653869e-07
SRFBP1	-0.610478117699941	8.34117159382557e-06
KCTD14	1.30235694611635	0.00296473683562599
ME3	1.07989927151703	0.000674245988039644
ANO4	1.01109107441571	0.0429217049613969
ADAM8	1.02635909656488	0.0164955115914023
SACS	-0.504289136675254	2.94677384779359e-06
GFRA1	0.683318709159536	1.1268997571306e-11
TMEM132D	-0.995187315448966	0.00103867991995528
SCHIP1	0.617620567447689	0.00267150478356517
SETBP1	0.76627707177165	1.07178524381472e-08
PSTPIP2	0.584859363882471	1.21489995797723e-05
PDK1	-0.547486011056376	9.22699180378924e-05
KCNK13	-0.589725104210501	0.0362359049455073
SPOCK1	-0.988734112805039	6.37583340563735e-21
HOMER1	-0.604711626114133	4.63855640718734e-06
IGSF10	0.855769086337189	0.00609664982024031
GJA1	-0.660473089545345	1.16110222640836e-10
RASGRP3	1.80483748141211	4.28060225178368e-22
PANK1	0.536525605795749	0.000963364707497994
HHEX	-0.909332323936772	4.79654532581966e-07
STK32B	-0.706437357817064	1.83974767359656e-06
SYCP2L	1.36065439592537	0.000275949259356388
RBMS1	-0.649856563004482	1.71106585705985e-09
SLC25A27	0.967198811934757	2.51137909511251e-10
